LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
733	12.07.2019	11:30	Fr	5		Bremen	Glücksburger Straße	0	0	0	2	2	1						5	6		13					71	21	2019	07	12	he	tr	RF	PKW	LV		8,791771	53,103970
734	12.07.2019	13:40	Fr	5		Bremen	Hindenburgstraße	0	0	0	2	4	1					8	5	2		28					21	72	2019	07	12	he	tr	PKW	RF	AB		8,695303	53,168754
735	12.07.2019	14:16	Fr	5		Bremen	Georg-Bitter-Straße	0	0	1	2	5	1					8	3	3		1	31				72	21	2019	07	12	he	tr	RF	PKW	EK		8,854503	53,067010
736	12.07.2019	14:50	Fr	5		Bremen	Züricher Straße	0	1	0	2	5	2						2	3		28					21	71	2019	07	12	he	tr	PKW	RF	EK		8,940052	53,067918
737	12.07.2019	15:25	Fr	5		Bremen	Bayernstraße	0	0	1	2	5							3	3		37		49			71	21	2019	07	12	he	tr	RF	PKW	EK		8,797841	53,104688
738	12.07.2019	15:44	Fr	4		Bremen	Am Stern	0	0	1	2	3	1		8				3	2		49					21	71	2019	07	12	he	tr	PKW	RF	AB		8,825163	53,084514
739	12.07.2019	18:30	Fr	5		Bremen	Am Hodenberger Deich	0	0	1	3	0	6						3	6		11		49			54	71	2019	07	12	he	tr	SOF	RF	LV		8,955638	53,105136
740	13.07.2019	11:00	Sa	5		Bremen	Stockholmer Straße	0	0	1	2	5							3	3		28					21	71	2019	07	13	he	na	PKW	RF	EK		8,716111	53,178215
741	14.07.2019	13:05	So	5		Bremen	Gastfeldstraße	0	0	1	2	1							3	7		36	49	49			71	21	2019	07	14	he	tr	RF	PKW	SO		8,796604	53,064764
742	15.07.2019	17:20	Mo	5		Bremen	Schlachte	0	0	1	2	5							3	2		35					71	71	2019	07	15	he	tr	RF	RF	AB		8,803364	53,075394
743	16.07.2019	11:05	Di	5		Bremen	Lindenstraße	0	0	1	2	5	3						3	3		37					21	71	2019	07	16	he	tr	PKW	RF	EK		8,607619	53,176109
744	16.07.2019	14:00	Di	5		Bremen	Borgfelder Heerstraße	0	1	0	1	0							2	7		1	49				72		2019	07	16	he	tr	RF	-	SO		8,897482	53,118686
745	16.07.2019	17:25	Di	5		Bremen	Lange Reihe	0	0	0	2	1	3						5	6		14	52	49			71	21	2019	07	16	he	tr	RF	PKW	LV		8,778280	53,101248
746	17.07.2019	10:30	Mi	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5	2						3	3		28					21	71	2019	07	17	he	tr	PKW	RF	EK		8,729954	53,040006
747	17.07.2019	13:20	Mi	2	6	Bremen	Neuenlander Straße	0	1	0	2	5	2						2	3		28					21	71	2019	07	17	he	tr	PKW	RF	EK		8,783901	53,065721
748	17.07.2019	17:40	Mi	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	6							3	4		40					71	81	2019	07	17	he	tr	RF	FG	ÜS		8,762835	53,114165
749	17.07.2019	17:45	Mi	5		Bremen	Beckstraße	0	1	0	2	7							2	7		69					93	71	2019	07	17	he	tr	FG	RF	SO		8,614472	53,190371
750	17.07.2019	17:58	Mi	5		Bremen	Wätjenstraße	0	0	1	2	5	1						3	2		35					21	71	2019	07	17	he	tr	PKW	RF	AB		8,849975	53,087703
751	18.07.2019	08:45	Do	5		Bremen	Jan-Reiners-Wanderweg	0	1	1	2	5	2						2	3		27		49			71	71	2019	07	18	he	tr	RF	RF	EK		8,888808	53,125541
752	18.07.2019	12:00	Do	5		Bremen	Kattenturmer Heerstraße	0	0	1	1	0							3	7		49					71		2019	07	18	he	tr	RF	-	SO		8,811013	53,034681
753	18.07.2019	13:30	Do	5		Bremen	Hastedter Osterdeich	0	0	1	2	5							3	2		37					21	72	2019	07	18	he	tr	PKW	RF	AB		8,866613	53,062164
754	18.07.2019	22:50	Do	5		Bremen	Geschwister-Scholl-Straße	0	1	0	1	0							2	7		49	1				72		2019	07	18	du	tr	RF	-	SO		8,907294	53,078220
755	18.07.2019	22:51	Do	5		Bremen	Wachmannstraße	0	0	1	1	0							3	1		49					71		2019	07	18	du	tr	RF	-	F		8,826846	53,084779
756	19.07.2019	14:55	Fr	5		Bremen	Bromberger Straße	0	0	1	2	2							3	6		14					21	72	2019	07	19	he	tr	PKW	RF	LV		8,769198	53,116290
757	21.07.2019	13:30	So	5		Bremen	Oberneulander Landstraße	0	0	1	2	3	2						3	2		34					21	71	2019	07	21	he	tr	PKW	RF	AB		8,902970	53,104170
758	21.07.2019	13:30	So	5		Bremen	Bahnhofsplatz	0	0	0	2	1							5	7		49					21	71	2019	07	21	he	tr	PKW	RF	SO		8,813744	53,082251
759	21.07.2019	14:25	So	5		Bremen	Ritterhuder Heerstraße	0	0	0	2	5							5	3		49					21	72	2019	07	21	he	tr	PKW	RF	EK		8,738317	53,134708
760	22.07.2019	08:30	Mo	5		Bremen	Reiherstraße	0	1	0	2	0							2	7		69					83	71	2019	07	22	he	tr	FG	RF	SO		8,727157	53,139054
761	22.07.2019	10:15	Mo	5		Bremen	Striekenkamp	0	0	1	3	3							3	6		22					21	71	2019	07	22	he	tr	PKW	RF	LV		8,553722	53,191255
762	22.07.2019	10:45	Mo	5		Bremen	Cornelius-Edzard-Straße	0	0	1	2	5	2						3	3		28		49			21	71	2019	07	22	he	tr	PKW	RF	EK		8,796658	53,056640
763	22.07.2019	16:31	Mo	5		Bremen	Hastedter Heerstraße	0	0	1	2	5	1		2				3	2		10	49				71	21	2019	07	22	he	tr	RF	PKW	AB		8,871427	53,066620
764	23.07.2019	07:35	Di	5		Bremen	Bremerhavener Straße	0	0	1	2	5	2						3	3		28					21	71	2019	07	23	he	tr	PKW	RF	EK		8,773678	53,101317
765	23.07.2019	09:40	Di	5		Bremen	Bei den Drei Pfählen	0	0	1	2	0							3	2		34					21	71	2019	07	23	he	tr	PKW	RF	AB		8,853988	53,070706
766	23.07.2019	09:55	Di	5		Bremen	Utbremer Ring	0	0	1	2	3							3	2		34					21	71	2019	07	23	he	tr	PKW	RF	AB		8,802875	53,101380
767	23.07.2019	10:00	Di	5		Bremen	Campus Ring	0	0	0	2	1							5	5		49					71	21	2019	07	23	he	tr	RF	PKW	RV		8,648428	53,166958
768	23.07.2019	10:30	Di	5		Bremen	Georg-Gleistein-Straße	0	0	1	2	5							3	3		32					21	71	2019	07	23	he	tr	PKW	RF	EK		8,618854	53,178189
769	23.07.2019	10:45	Di	5		Bremen	Hermann-Koenen-Straße	0	0	1	2	4	2						3	6		9	11				71	71	2019	07	23	he	tr	RF	RF	LV		8,914375	53,062668
770	23.07.2019	15:40	Di	5		Bremen	Langemarckstraße	0	1	0	2	3							2	6		22					71	71	2019	07	23	he	tr	RF	RF	LV		8,789995	53,071665
771	23.07.2019	18:20	Di	5		Bremen	Erasmusstraße	0	0	0	2	5							5	2		37					21	71	2019	07	23	he	tr	PKW	RF	AB		8,785060	53,090390
772	24.07.2019	10:15	Mi	5			Bürgerpark	0	0	1	2	0							3	7		69					83	71	2019	07	24	he	tr	FG	RF	SO		8,831591	53,092732
773	24.07.2019	10:30	Mi	5		Bremen	Bürgermeister-Kaisen-Allee	0	0	1	2	5			4				3	3		27					72	21	2019	07	24	he	tr	RF	PKW	EK		8,904810	53,119169
774	24.07.2019	17:45	Mi	5		Bremen	Rockwinkeler Landstraße	0	0	1	3	5	2						3	3		49				89	21	71	2019	07	24	he	tr	PKW	RF	EK		8,923446	53,091124
775	24.07.2019	18:50	Mi	5		Bremen	Osterdeich	0	0	1	1	0	1		3			8	3	7		49					71		2019	07	24	he	tr	RF	-	SO		8,832085	53,068658
776	24.07.2019	20:43	Mi	5		Bremen	Am Dobben	0	0	1	1	0							3	7		49					71		2019	07	24	he	tr	RF	-	SO		8,822871	53,073998
777	24.07.2019	23:20	Mi	5		Bremen	Kulenkampffallee	0	0	1	2	1							3	7		49					71	21	2019	07	24	du	tr	RF	PKW	SO		8,849079	53,095180
778	25.07.2019	09:50	Do	5		Bremen	Am Hodenberger Deich	0	0	1	2	5	3						3	3		37		13	49		40	71	2019	07	25	he	tr	LKW	RF	EK		8,949657	53,092790
779	25.07.2019	11:20	Do	5		Bremen	Papagoyenboom	0	0	0	3	0	2						5	2		35					40	71	2019	07	25	he	tr	LKW	RF	AB		8,799563	53,073586
780	25.07.2019	11:55	Do	5		Bremen	Woltmershauser Straße	0	0	1	2	5	3						3	3		34					21	72	2019	07	25	he	tr	PKW	RF	EK		8,774645	53,080341
781	25.07.2019	14:40	Do	5		Bremen	Auf der Ahnte	0	0	1	1	0							3	7		49					71		2019	07	25	he	tr	RF	-	SO		8,574968	53,198937
782	25.07.2019	18:20	Do	5		Bremen	Lüssumer Straße	0	0	1	2	0							3	7		9	49				71	71	2019	07	25	he	tr	RF	RF	SO		8,574611	53,192794
783	25.07.2019	21:45	Do	5		Bremen	Rönnebecker Straße	0	0	1	2	5	2						3	3		28					21	71	2019	07	25	du	tr	PKW	RF	EK		8,555863	53,185668
784	26.07.2019	12:20	Fr	5		Bremen	Kirchbachstraße	0	0	1	2	3							3	2		34					21	71	2019	07	26	he	tr	PKW	RF	AB		8,851260	53,083959
785	27.07.2019	11:45	Sa	5		Bremen	Am Weserhof	0	0	2	2	4	6						3	1		11		11			71	71	2019	07	27	he	tr	RF	RF	F		8,885589	53,027716
786	27.07.2019	17:30	Sa	5		Bremen	Vor dem Steintor	0	0	0	2	0							5	1		49	14				71	21	2019	07	27	he	tr	RF	PKW	F		8,827166	53,072741
787	27.07.2019	19:30	Sa	5		Bremen	Am Rabenfeld	0	0	0	2	1							5	7		49					21	71	2019	07	27	he	tr	PKW	RF	SO		8,621657	53,181910
788	28.07.2019	01:00	So	5		Bremen	Herbststraße	0	0	0	2	1							5	5		14					71	21	2019	07	28	du	tr	RF	PKW	RV		8,810005	53,092803
789	28.07.2019	10:50	So	5		Bremen	Obernstraße	0	0	1	2	0							3	6		49					71	71	2019	07	28	he	tr	RF	RF	LV		8,804780	53,077379
790	28.07.2019	12:15	So	5		Bremen	Georg-Gröning-Straße	0	0	1	2	5	2						3	2		37		10			21	71	2019	07	28	he	tr	PKW	RF	AB		8,827707	53,083024
791	28.07.2019	14:20	So	5		Bremen	Tiefer	0	0	2	2	6			7				3	7		49		69			71	81	2019	07	28	he	tr	RF	FG	SO		8,808052	53,072325
792	29.07.2019	03:30	Mo	5		Bremen	Luganer Straße	0	0	1	2	0							3	7		49					92	71	2019	07	29	dä	tr	SOF	RF	SO		8,946293	53,073557
793	29.07.2019	13:35	Mo	5		Bremen	Georg-Henschel-Straße	0	1	0	2	3							2	6		37					71	21	2019	07	29	he	tr	RF	PKW	LV		8,735418	53,084223
794	29.07.2019	16:00	Mo	5		Bremen	Konrad-Adenauer-Allee	0	0	1	2	5	1						3	3		31					71	21	2019	07	29	he	tr	RF	PKW	EK		8,869239	53,074801
795	29.07.2019	16:21	Mo	5		Bremen	Langemarckstraße	0	0	2	2	4			9				3	6		9					71	71	2019	07	29	he	tr	RF	RF	LV		8,784196	53,068042
796	29.07.2019	16:25	Mo	5		Bremen	Vorkampsweg	0	0	1	2	6	2						3	7		34		62			71	81	2019	07	29	he	tr	RF	FG	SO		8,867833	53,103236
797	29.07.2019	17:45	Mo	5		Bremen	Hugo-Schauinsland-Platz	0	0	1	2	5							3	3		36	37				40	72	2019	07	29	he	tr	LKW	RF	EK		8,811373	53,083360
798	30.07.2019	08:15	Di	5		Bremen	Parkallee	0	0	1	2	0							3	7		69					83	71	2019	07	30	he	tr	FG	RF	SO		8,829767	53,089758
799	30.07.2019	10:50	Di	5		Bremen	Reiherstraße	0	0	1	2	0							3	3		27					71	21	2019	07	30	he	tr	RF	PKW	EK		8,725563	53,139775
800	30.07.2019	11:55	Di	5		Bremen	Johann-Janssen-Straße	0	1	0	2	0							2	7		45					21	71	2019	07	30	he	tr	PKW	RF	SO		8,608614	53,185670
801	30.07.2019	12:48	Di	5		Bremen	Schwachhauser Ring	0	1	0	2	5							2	3		31					71	21	2019	07	30	he	tr	RF	PKW	EK		8,835110	53,091434
802	30.07.2019	13:00	Di	5		Bremen	Graf-Moltke-Straße	0	0	0	2	5	2						5	2		34					71	21	2019	07	30	he	tr	RF	PKW	AB		8,833554	53,079725
803	31.07.2019	10:20	Mi	5		Bremen	In der Vahr	0	1	0	2	5	2		9				2	3		28					21	71	2019	07	31	he	tr	PKW	RF	EK		8,876549	53,081024
804	31.07.2019	10:40	Mi	5		Bremen	Am Rüten	0	0	0	2	4							5	1		10	37				71	21	2019	07	31	he	tr	RF	PKW	F		8,896586	53,098949
805	01.08.2019	09:15	Do	5		Bremen	Bürgermeister-Kaisen-Allee	0	0	0	2	0							5	7		49					71	21	2019	08	01	he	tr	RF	PKW	SO		8,902562	53,120002
806	01.08.2019	14:00	Do	5		Bremen	Theodor-Heuss-Allee	0	0	0	2	5	1						5	2		34					21	71	2019	08	01	he	tr	PKW	RF	AB		8,808519	53,088064
807	01.08.2019	14:58	Do	5		Bremen	Schillerstraße	0	0	0	2	5	2						5	3		27					71	21	2019	08	01	he	tr	RF	PKW	EK		8,813789	53,079422
808	01.08.2019	17:00	Do	5		Bremen	Mahndorfer Heerstraße	0	0	1	2	5							3	3		28					21	71	2019	08	01	he	tr	PKW	RF	EK		8,948881	53,035937
809	01.08.2019	20:25	Do	5		Bremen	Neuenlander Straße	0	0	1	1	0			9				3	7		13	49			73	72		2019	08	01	he	na	RF	-	SO		8,795175	53,057958
810	02.08.2019	06:00	Fr	5		Bremen	Europaallee	0	0	1	2	5	2						3	2		35		1			21	71	2019	08	02	he	tr	PKW	RF	AB		8,895680	53,033752
811	02.08.2019	19:30	Fr	5		Bremen	Friedrich-Ebert-Straße	0	0	1	1	0	2		8				3	1		13	49			73	71		2019	08	02	he	na	RF	-	F		8,796937	53,068593
812	03.08.2019	14:45	Sa	5		Bremen	Am Weserhof	0	0	1	2	4							3	6		24					71	53	2019	08	03	he	tr	RF	SOF	LV		8,872339	53,034661
813	05.08.2019	12:40	Mo	2	6	Bremen	Neuenlander Straße	0	0	1	2	5	2		4			8	3	2		34					46	71	2019	08	05	he	tr	LKW	RF	AB		8,792839	53,059332
814	05.08.2019	16:47	Mo	5		Bremen	Neuenstraße	0	1	0	2	5							2	7		37		10			21	71	2019	08	05	he	tr	PKW	RF	SO		8,796548	53,081705
815	06.08.2019	09:25	Di	5		Bremen	Friedrich-Ebert-Straße	0	0	1	3	0			9				3	7		49		49			58	58	2019	08	06	he	tr	LKW	LKW	SO		8,800708	53,071185
816	06.08.2019	10:47	Di	5		Bremen	Georg-Gröning-Straße	0	0	0	2	1	2						5	5		34		34			71	21	2019	08	06	he	tr	RF	PKW	RV		8,831387	53,083767
817	06.08.2019	13:40	Di	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	2					8	3	3		34		8			21	71	2019	08	06	he	tr	PKW	RF	EK		8,889505	53,061663
818	06.08.2019	14:10	Di	5		Bremen	Hohenlohestraße	0	0	1	2	1							3	7		45					21	71	2019	08	06	he	tr	PKW	RF	SO		8,817539	53,083422
819	06.08.2019	16:31	Di	5		Bremen	Stader Straße	0	0	1	2	5	1					8	3	3		31					71	71	2019	08	06	he	tr	RF	RF	EK		8,853978	53,074884
820	06.08.2019	21:40	Di	5		Bremen	Am Hulsberg	0	0	0	2	1							5	5		49					71	21	2019	08	06	dä	tr	RF	PKW	RV		8,849261	53,071359
821	07.08.2019	07:00	Mi	5		Bremen	Hemmstraße	0	0	1	2	5	1		3				3	2		35					21	72	2019	08	07	he	tr	PKW	RF	AB		8,808288	53,094694
822	07.08.2019	07:47	Mi	5		Bremen	Große Sortillienstraße	0	0	1	2	5	1		4				3	2		34					51	72	2019	08	07	he	tr	LKW	RF	AB		8,788204	53,076464
823	07.08.2019	09:45	Mi	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5	3						3	3		37					21	71	2019	08	07	he	tr	PKW	RF	EK		8,841885	53,083343
824	07.08.2019	10:45	Mi	5		Bremen	An der Weide	0	0	1	2	5	3						3	3		37					21	71	2019	08	07	he	tr	PKW	RF	EK		8,816056	53,081139
825	07.08.2019	16:00	Mi	5		Bremen	In der Vahr	0	0	0	2	4	3						5	2		34				89	21	71	2019	08	07	he	tr	PKW	RF	AB		8,875971	53,081636
826	08.08.2019	08:55	Do	5		Bremen	Heinrich-Hertz-Straße	0	1	0	2	5	2						2	3		28					21	71	2019	08	08	he	tr	PKW	RF	EK		8,874469	53,083213
827	08.08.2019	09:22	Do	5		Bremen	Wardamm	0	1	0	1	0	4						2	7		49					71		2019	08	08	he	tr	RF	-	SO		8,747767	53,062975
828	08.08.2019	11:15	Do	5		Bremen	Weserstrandstraße	0	0	1	2	5							3	3		37					21	71	2019	08	08	he	tr	PKW	RF	EK		8,571160	53,181219
829	08.08.2019	12:25	Do	5		Bremen	Duckwitzstraße	0	1	1	2	3							2	6		22	14				72	71	2019	08	08	he	tr	RF	RF	LV		8,769358	53,063668
830	08.08.2019	15:30	Do	5		Bremen	Vegesacker Heerstraße	0	0	1	1	0	5		9				3	7		4					71		2019	08	08	he	tr	RF	-	SO		8,648546	53,173749
831	08.08.2019	15:30	Do	5		Bremen	Waller Ring	0	0	0	2	5							5	3		37					71	21	2019	08	08	he	tr	RF	PKW	EK		8,781364	53,100931
832	08.08.2019	16:05	Do	5		Bremen	Gustav-Heinemann-Straße	0	0	0	2	5	1		3				5	3		37					21	71	2019	08	08	he	tr	PKW	RF	EK		8,818894	53,099126
833	08.08.2019	17:00	Do	5		Bremen	Burger Heerstraße	0	0	1	2	5	2						3	2		34					21	71	2019	08	08	he	tr	PKW	RF	AB		8,704599	53,155199
834	08.08.2019	19:30	Do	5		Bremen	Am Markt	0	0	2	2	2							3	6		14					71	71	2019	08	08	he	tr	RF	RF	LV		8,806946	53,075557
835	08.08.2019	22:50	Do	5		Bremen	Hermann-Funk-Straße	0	0	1	2	0	2					8	3	7		37					21	71	2019	08	08	du	tr	PKW	RF	SO		8,882628	53,053151
836	09.08.2019	05:25	Fr	5		Bremen	Pfalzburger Straße	0	0	0	2	5	2						5	3		28					21	71	2019	08	09	dä	tr	PKW	RF	EK		8,872465	53,063137
837	09.08.2019	12:30	Fr	5		Bremen	Schulstraße	0	1	1	2	7							2	7		49				88	71	93	2019	08	09	he	tr	RF	FG	SO		8,796816	53,069646
838	09.08.2019	13:40	Fr	5		Bremen	Stromer Landstraße	0	1	0	2	5	2						2	3		28					71	21	2019	08	09	he	tr	RF	PKW	EK		8,723608	53,076735
839	09.08.2019	14:50	Fr	5		Bremen	Osterdeich	0	0	1	2	5	1		3			8	3	3		31					21	72	2019	08	09	he	tr	PKW	RF	EK		8,853499	53,064886
840	09.08.2019	15:10	Fr	5		Bremen	Falkenstraße	0	0	0	2	0							5	7		31		49			21	71	2019	08	09	he	tr	PKW	RF	SO		8,803098	53,084656
841	09.08.2019	16:30	Fr	5		Bremen	Senator-Apelt-Straße	0	0	1	2	4							3	6		11				84	72	72	2019	08	09	he	na	RF	RF	LV		8,721556	53,106405
842	09.08.2019	17:34	Fr	5		Bremen	Achterstraße	0	0	1	2	5							3	2		34					21	71	2019	08	09	he	na	PKW	RF	AB		8,861682	53,099339
843	09.08.2019	22:40	Fr	5		Bremen	Ludwig-Waigand-Straße	0	0	0	2	0							5	7		49					71	21	2019	08	09	du	tr	RF	PKW	SO		8,833512	53,034271
844	10.08.2019	05:32	Sa	5		Bremen	Buntentorsteinweg	0	0	1	2	1	2						3	1		1	13				71	21	2019	08	10	dä	tr	RF	PKW	F		8,800925	53,068386
845	10.08.2019	11:00	Sa	5		Bremen	Martinistraße	0	0	1	1	0							3	1		13					71		2019	08	10	he	tr	RF	-	F		8,805461	53,074424
846	10.08.2019	12:13	Sa	5		Bremen	Luisental	0	0	1	2	1			9				3	5		45		10			21	71	2019	08	10	he	tr	PKW	RF	RV		8,879780	53,097892
847	10.08.2019	14:30	Sa	5		Bremen	Contrescarpe	0	0	0	2	1							5	1		10		49			71	21	2019	08	10	he	tr	RF	PKW	F		8,813803	53,077614
848	10.08.2019	17:13	Sa	5		Bremen	Hamburger Straße	0	1	0	2	2							2	6		16	22				71	71	2019	08	10	he	tr	RF	RF	LV		8,850179	53,067755
849	10.08.2019	22:40	Sa	5		Bremen	Osterdeich	0	0	1	2	6			9				3	4		1	64				81	71	2019	08	10	du	tr	FG	RF	ÜS		8,821301	53,069103
850	11.08.2019	15:30	So	5		Bremen	Nordstraße	0	0	1	2	5	2						3	3		31	28				3	71	2019	08	11	he	tr	KRD	RF	EK		8,776163	53,098664
851	11.08.2019	18:40	So	5		Bremen	Sandhofstraße	0	0	0	2	1							5	5		14					71	21	2019	08	11	he	tr	RF	PKW	RV		8,892091	53,047972
852	12.08.2019	09:22	Mo	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	4							3	6		10	13				71	71	2019	08	12	he	tr	RF	RF	LV		8,805654	53,081160
853	12.08.2019	09:25	Mo	4		Bremen	Bürgermeister-Kaisen-Allee	0	0	1	2	5	1						3	2		34					21	71	2019	08	12	he	tr	PKW	RF	AB		8,899666	53,121055
854	12.08.2019	16:45	Mo	5		Bremen	Horner Heerstraße	0	0	1	2	4							3	6		10	11				71	71	2019	08	12	he	tr	RF	RF	LV		8,869796	53,097238
855	13.08.2019	08:10	Di	5		Bremen	Tiefer	0	0	1	1	8	1						3	1		8	13			73	71		2019	08	13	he	na	RF	-	F		8,808940	53,072218
856	13.08.2019	08:35	Di	5		Bremen	Friesenwerder	0	1	0	2	0							2	2		34				73	21	71	2019	08	13	he	na	PKW	RF	AB		8,788214	53,076483
857	13.08.2019	13:35	Di	5		Bremen	Ahlringstraße	0	0	0	2	5	1						5	3		28					21	71	2019	08	13	he	tr	PKW	RF	EK		8,886287	53,061042
858	13.08.2019	15:00	Di	5		Bremen	Osterholzer Landstraße	0	0	1	1	7	1						3	1		13					72		2019	08	13	he	na	RF	-	F		8,934502	53,069573
859	13.08.2019	15:15	Di	5		Bremen	Herdentorsteinweg	0	0	1	2	0	1					8	3	1		31					71	21	2019	08	13	he	tr	RF	PKW	F		8,812633	53,080851
860	13.08.2019	15:40	Di	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5	1						3	3		28					21	71	2019	08	13	he	na	PKW	RF	EK		8,740632	53,052648
861	13.08.2019	18:03	Di	5		Bremen	Daniel-Von-Büren-Straße	0	0	2	2	6						8	3	4		62		13			81	71	2019	08	13	he	tr	FG	RF	ÜS		8,798385	53,083566
862	13.08.2019	20:00	Di	5		Bremen	Kirchbachstraße	0	0	1	2	3							3	6		22	14	49			71	71	2019	08	13	dä	na	RF	RF	LV		8,855189	53,081172
863	13.08.2019	20:00	Di	5		Bremen	Hartwigstraße	0	0	0	2	1	3						5	7		49				73	71	21	2019	08	13	dä	na	RF	PKW	SO		8,832401	53,087859
864	14.08.2019	09:30	Mi	5		Bremen	Pieperstraße	0	0	0	2	1							5	7		49					44	71	2019	08	14	he	tr	LKW	RF	SO		8,803648	53,077550
865	14.08.2019	11:40	Mi	5		Bremen	Elisabethstraße	0	0	0	2	1							5	7		49					71	21	2019	08	14	he	tr	RF	PKW	SO		8,786407	53,097002
866	14.08.2019	12:43	Mi	5		Bremen	Niederblockland	0	2	0	1	0							2	1		49					71		2019	08	14	he	tr	RF	-	F		8,838651	53,154587
867	14.08.2019	16:00	Mi	5		Bremen	Bennigsenstraße	0	1	0	2	5	2						2	2		35		10			21	71	2019	08	14	he	tr	PKW	RF	AB		8,856557	53,071352
868	14.08.2019	16:20	Mi	5		Bremen	Hastedter Heerstraße	0	1	0	2	4							2	6		2	10				71	72	2019	08	14	he	tr	RF	RF	LV		8,857598	53,069879
869	14.08.2019	17:45	Mi	5		Bremen	Luzerner Straße	0	0	0	2	5	2						5	3		28		8			21	71	2019	08	14	he	tr	PKW	RF	EK		8,944736	53,065785
870	14.08.2019	19:20	Mi	5		Bremen	Stader Straße	0	1	0	1	0							2	7		13					71		2019	08	14	he	tr	RF	-	SO		8,849189	53,068442
871	15.08.2019	17:00	Do	5		Bremen	Lloydstraße	0	0	1	2	5							3	3		37					71	21	2019	08	15	he	tr	RF	PKW	EK		8,788093	53,083998
872	15.08.2019	18:00	Do	5		Bremen	Georg-Gröning-Straße	0	0	0	2	2							5	6		14					71	21	2019	08	15	he	tr	RF	PKW	LV		8,838173	53,085175
873	15.08.2019	18:48	Do	5		Bremen	Süderstraße	0	0	1	2	5	1						3	3		27					71	21	2019	08	15	he	tr	RF	PKW	EK		8,796433	53,071926
874	16.08.2019	07:25	Fr	5		Bremen	Ludwig-Roselius-Allee	0	0	1	2	5	1						3	2		34		34		73	21	71	2019	08	16	he	na	PKW	RF	AB		8,902144	53,071604
875	16.08.2019	07:30	Fr	5		Bremen	Werftstraße	0	0	1	2	5							3	3		34				73	21	71	2019	08	16	he	na	PKW	RF	EK		8,763519	53,108991
876	16.08.2019	10:57	Fr	5		Bremen	Sankt-Jürgen-Straße	0	0	0	2	3	1		9			8	5	3		10	28				71	21	2019	08	16	he	tr	RF	PKW	EK		8,836687	53,075374
877	16.08.2019	12:25	Fr	5		Bremen	Langenstraße	0	0	0	2	1							5	1		14	49				71	21	2019	08	16	he	tr	RF	PKW	F		8,798696	53,079005
878	16.08.2019	13:33	Fr	5		Bremen	Diedrich-Steilen-Straße	0	0	0	2	5	2						5	3		37		9			21	71	2019	08	16	he	tr	PKW	RF	EK		8,619155	53,181330
879	16.08.2019	14:50	Fr	5		Bremen	Woltmershauser Straße	0	0	0	2	5	2						5	2		34					40	71	2019	08	16	he	tr	LKW	RF	AB		8,783113	53,076375
880	16.08.2019	15:05	Fr	5		Bremen	Bismarckstraße	0	0	2	2	5	3						3	3		10		37			71	71	2019	08	16	he	tr	RF	RF	EK		8,831596	53,077627
881	17.08.2019	01:20	Sa	5		Bremen	Waller Ring	0	0	1	2	5	1						3	3		1	28				71	21	2019	08	17	du	na	RF	PKW	EK		8,777797	53,099432
882	17.08.2019	14:45	Sa	5		Bremen	Jürgensdeich	0	0	1	3	1							3	5		45		45			21	21	2019	08	17	he	na	PKW	PKW	RV		8,851037	53,063265
883	17.08.2019	19:00	Sa	5		Bremen	Gröpelinger Heerstraße	0	0	0	2	1							5	5		49					71	21	2019	08	17	he	tr	RF	PKW	RV		8,771558	53,109615
884	17.08.2019	20:35	Sa	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5	2						3	2		35				81	21	71	2019	08	17	du	na	PKW	RF	AB		8,739511	53,048804
885	18.08.2019	04:30	So	5		Bremen	Am Wall	0	1	0	1	0							2	1		1	49				71		2019	08	18	du	na	RF	-	F		8,812912	53,073982
886	18.08.2019	13:45	So	5		Bremen	Friedrich-Ebert-Straße	0	0	0	2	5	2						5	3		34					21	71	2019	08	18	he	na	PKW	RF	EK		8,799944	53,070045
887	19.08.2019	11:00	Mo	5		Bremen	Halsmühlener Straße	0	0	1	2	0							3	7		37					21	71	2019	08	19	he	tr	PKW	RF	SO		8,956628	53,056014
888	19.08.2019	13:20	Mo	5		Bremen	Rockwinkeler Landstraße	0	0	0	2	5							5	3		28					71	21	2019	08	19	he	tr	RF	PKW	EK		8,936726	53,090717
889	19.08.2019	15:20	Mo	5		Bremen	Oewerweg	0	0	1	2	3							3	2		34					21	71	2019	08	19	he	tr	PKW	RF	AB		8,937994	53,061216
890	20.08.2019	07:45	Di	5		Bremen	Bei den Drei Pfählen	0	0	1	3	3							3	6		22					71	71	2019	08	20	he	tr	RF	RF	LV		8,852963	53,070795
