LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
1020	04.10.2020	15:00	So	5		Bremen	Delmestraße	0	1	0	2	3							2	6		49	14				71	71	2020	10	04	he	tr	RF	RF	LV		8,787662	53,065773
1021	05.10.2020	15:25	Mo	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	0							3	7		64					81	71	2020	10	05	he	tr	FG	RF	SO		8,759418	53,115936
1022	05.10.2020	15:50	Mo	5		Bremen	Gustav-Heinemann-Straße	0	0	1	1	0							3	7		49					71		2020	10	05	he	tr	RF	-	SO		8,816289	53,100036
1023	05.10.2020	17:42	Mo	5		Bremen	An der Weide	0	0	0	2	3							5	2		14					33	71	2020	10	05	he	tr	BUS	RF	AB		8,819113	53,080469
1024	05.10.2020	20:30	Mo	5		Bremen	Kurfürstenallee	0	0	1	2	1							3	5		45					21	71	2020	10	05	du	tr	PKW	RF	RV		8,857112	53,082688
1025	06.10.2020	08:20	Di	5		Bremen	Kreinsloger	0	0	1	2	0	1						3	3		28					21	72	2020	10	06	dä	na	PKW	RF	EK		8,557480	53,189559
1026	06.10.2020	15:55	Di	5		Bremen	An der Höhpost	0	0	0	2	1							5	7		49					71	21	2020	10	06	he	tr	RF	PKW	SO		8,742333	53,046631
1027	06.10.2020	17:30	Di	5		Bremen	Rönnebecker Straße	0	0	0	2	5							5	7		37		10			21	71	2020	10	06	he	tr	PKW	RF	SO		8,549412	53,187801
1028	06.10.2020	23:05	Di	5		Bremen	In der Vahr	0	0	1	1	0	1		9	0		8	3	7		49					72		2020	10	06	du	na	RF	-	SO		8,875193	53,082296
1029	07.10.2020	07:45	Mi	5		Bremen	Seitenweg	0	0	0	2	1							5	1		14	49				71	21	2020	10	07	he	na	RF	PKW	F		8,887327	53,050617
1030	07.10.2020	08:07	Mi	5		Bremen	Balgebrückstraße	0	0	1	2	1			9				3	5		45					21	71	2020	10	07	he	tr	PKW	RF	RV		8,807001	53,073763
1031	07.10.2020	09:30	Mi	5		Bremen	Fockengrund	0	0	1	2	3							3	6		14				73	21	71	2020	10	07	he	na	PKW	RF	LV		8,714161	53,152135
1032	07.10.2020	14:34	Mi	5		Bremen	Findorffallee	0	0	1	2	3							3	7		36					21	71	2020	10	07	he	na	PKW	RF	SO		8,814479	53,090725
1033	07.10.2020	15:00	Mi	5		Bremen	In der Vahr	0	0	1	2	5							3	2		34					21	71	2020	10	07	he	tr	PKW	RF	AB		8,877629	53,080311
1034	07.10.2020	16:20	Mi	5		Bremen	Arsterdamm	0	0	0	2	5						8	5	2		49					21	71	2020	10	07	he	tr	PKW	RF	AB		8,837267	53,037877
1035	07.10.2020	16:45	Mi	5		Bremen	Unter den Linden	0	0	1	2	5	3						3	2		49					21	71	2020	10	07	he	na	PKW	RF	AB		8,657130	53,174644
1036	07.10.2020	17:37	Mi	5		Bremen	Stresemannstraße	0	0	0	2	5	1					8	5	3		31				73	71	21	2020	10	07	he	na	RF	PKW	EK		8,863542	53,071333
1037	07.10.2020	18:26	Mi	5		Bremen	Graf-Moltke-Straße	0	0	0	2	2						8	5	6		49				73	71	21	2020	10	07	dä	na	RF	PKW	LV		8,832805	53,077696
1038	07.10.2020	19:15	Mi	5		Bremen	Leher Heerstraße	0	0	1	2	5	1		4				3	3		34				73	21	71	2020	10	07	du	na	PKW	RF	EK		8,880751	53,101722
1039	08.10.2020	08:00	Do	5		Bremen	Georg-Gröning-Straße	0	0	0	2	3							5	2		34					21	71	2020	10	08	dä	tr	PKW	RF	AB		8,837138	53,084913
1040	08.10.2020	09:45	Do	5		Bremen	Waller Straße	0	0	1	2	5							3	6		49				73	21	71	2020	10	08	he	na	PKW	RF	LV		8,778483	53,108318
1041	08.10.2020	12:02	Do	5		Bremen	Am Wall	0	0	1	2	6	1					8	3	3		49		69			71	81	2020	10	08	he	na	RF	FG	EK		8,803235	53,080208
1042	08.10.2020	14:53	Do	5		Bremen	Unter den Linden	0	1	0	2	6							2	6		65				73	81	71	2020	10	08	he	na	FG	RF	LV		8,660555	53,175024
1043	08.10.2020	15:10	Do	5		Bremen	Richard-Boljahn-Allee	0	0	1	2	5	1					8	3	2		34				73	21	71	2020	10	08	he	na	PKW	RF	AB		8,876105	53,082142
1044	08.10.2020	17:25	Do	5		Bremen	Vor dem Steintor	0	0	0	2	2							5	6		14				73	71	21	2020	10	08	he	na	RF	PKW	LV		8,828241	53,072406
1045	09.10.2020	09:45	Fr	5		Bremen	Neuenkirchener Weg	0	0	1	2	5	1		8				3	3		28				82	21	71	2020	10	09	he	tr	PKW	RF	EK		8,560575	53,201685
1046	09.10.2020	10:00	Fr	5		Bremen	Hermann-Osterloh-Straße	0	0	1	2	5							3	3		14				73	21	71	2020	10	09	he	na	PKW	RF	EK		8,923663	53,044160
1047	09.10.2020	11:05	Fr	5		Bremen	Borgfelder Heerstraße	0	0	1	1	0	3						3	7		49					72		2020	10	09	he	tr	RF	-	SO		8,901972	53,125723
1048	09.10.2020	13:15	Fr	5		Bremen	Hollerallee	0	0	2	2	4						8	3	6		9		11			71	71	2020	10	09	he	tr	RF	RF	LV		8,827651	53,083084
1049	09.10.2020	14:15	Fr	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	2		4			8	3	3		37					21	71	2020	10	09	he	tr	PKW	RF	EK		8,884162	53,063635
1050	09.10.2020	15:15	Fr	5		Bremen	Jan-Reiners-Wanderweg	0	0	1	2	6							3	4		42					71	81	2020	10	09	he	na	RF	FG	ÜS		8,894720	53,121062
1051	09.10.2020	17:05	Fr	5		Bremen	Löhstraße	0	0	1	2	0							3	2		35		9			21	71	2020	10	09	he	tr	PKW	RF	AB		8,598129	53,182873
1052	09.10.2020	18:36	Fr	5		Bremen	Schwachhauser Ring	0	0	0	2	2	2						5	6		23					71	21	2020	10	09	he	tr	RF	PKW	LV		8,839032	53,090045
1053	10.10.2020	05:58	Sa	5		Bremen	Am Stern	0	0	1	2	5	1						3	3		28				73	21	71	2020	10	10	du	na	PKW	RF	EK		8,824427	53,084266
1054	10.10.2020	11:01	Sa	5		Bremen	Crüsemannallee	0	0	1	1	0							3	7		1	49				71		2020	10	10	he	tr	RF	-	SO		8,837562	53,094642
1055	10.10.2020	13:13	Sa	5		Bremen	Verdener Straße	0	1	0	2	1							2	5		45					21	71	2020	10	10	he	tr	PKW	RF	RV		8,840485	53,067845
1056	10.10.2020	15:12	Sa	5		Bremen	Senator-Apelt-Straße	0	0	1	2	5	2					9	3	3		28					71	21	2020	10	10	he	tr	RF	PKW	EK		8,770201	53,072261
1057	11.10.2020	18:45	So	5		Bremen	Am Wall	0	0	1	1	0			9				3	1		1	49				71		2020	10	11	du	na	RF	-	F		8,807081	53,079403
1058	12.10.2020	02:00	Mo	5		Bremen	Lüneburger Straße	0	0	1	2	5							3	3		35					21	71	2020	10	12	du	tr	PKW	RF	EK		8,833533	53,070608
1059	12.10.2020	10:04	Mo	5		Bremen	Rotdornallee	0	0	1	2	5	1		9				3	3		31					21	71	2020	10	12	he	tr	PKW	RF	EK		8,685843	53,173834
1060	12.10.2020	11:30	Mo	5		Bremen	Löhstraße	0	1	1	2	3	2						2	6		14					21	71	2020	10	12	he	na	PKW	RF	LV		8,598346	53,180886
1061	12.10.2020	13:15	Mo	5		Bremen	Ostertorsteinweg	0	0	1	1	0							3	7		49					71		2020	10	12	he	na	RF	-	SO		8,821667	53,072796
1062	12.10.2020	14:50	Mo	5		Bremen	Bismarckstraße	0	0	0	2	1							5	7		14	49				71	21	2020	10	12	he	na	RF	PKW	SO		8,841462	53,076096
1063	12.10.2020	15:35	Mo	5		Bremen	Frieslandstraße	0	0	2	2	4	6						3	6		10					71	71	2020	10	12	he	tr	RF	RF	LV		8,767915	53,060870
1064	12.10.2020	15:53	Mo	5		Bremen	Bürgermeister-Smidt-Straße	0	1	0	2	5	1					8	2	3		31				73	71	40	2020	10	12	he	na	RF	LKW	EK		8,805743	53,081415
1065	12.10.2020	16:45	Mo	5		Bremen	In der Vahr	0	1	0	2	5	2						2	3		28					21	71	2020	10	12	he	tr	PKW	RF	EK		8,876540	53,081046
1066	12.10.2020	19:00	Mo	5		Bremen	Juiststraße	0	0	1	2	5							3	3		49					21	71	2020	10	12	du	tr	PKW	RF	EK		8,796663	53,089265
1067	12.10.2020	19:50	Mo	5		Bremen	Münchener Straße	0	1	0	3	5	2						2	3		37	1				71	21	2020	10	12	du	tr	RF	PKW	EK		8,802028	53,094578
1068	13.10.2020	17:10	Di	5		Bremen	Walerjan-Wrobel-Weg	0	0	1	2	4							3	6		11					72	72	2020	10	13	he	tr	RF	RF	LV		8,638349	53,158927
1069	13.10.2020	20:30	Di	5		Bremen	Osterdeich	0	0	1	2	3			9				3	6		49					71	71	2020	10	13	du	tr	RF	RF	LV		8,824440	53,068893
1070	13.10.2020	20:51	Di	5		Bremen	Parallelweg	0	0	1	2	5	1						3	3		27					72	21	2020	10	13	du	tr	RF	PKW	EK		8,790864	53,098968
1071	14.10.2020	12:20	Mi	5		Bremen	In der Vahr	0	0	1	2	5	3		9				3	3		37					21	71	2020	10	14	he	tr	PKW	RF	EK		8,877087	53,080443
1072	14.10.2020	13:05	Mi	5		Bremen	Autobahnzubringer Horn-Lehe /	0	0	0	2	5	1						5	3		10					71	21	2020	10	14	he	tr	RF	PKW	EK		8,887580	53,109107
1073	14.10.2020	18:30	Mi	4		Bremen	Getekamp	0	0	1	2	5	2						3	3		49		10			21	71	2020	10	14	du	tr	PKW	RF	EK		8,848688	53,071476
1074	14.10.2020	22:47	Mi	5		Bremen	Arsterdamm	0	0	0	2	5	1					9	5	3		28					21	72	2020	10	14	du	tr	PKW	RF	EK		8,841247	53,035387
1075	15.10.2020	08:30	Do	5		Bremen	Bürgermeister-Smidt-Straße	0	0	0	2	5	1					8	5	2		34					21	71	2020	10	15	he	tr	PKW	RF	AB		8,803353	53,080286
1076	15.10.2020	11:50	Do	5		Bremen	An der Höhpost	0	1	0	2	5	2						2	3		27					71	72	2020	10	15	he	tr	RF	RF	EK		8,740729	53,046960
1077	15.10.2020	16:55	Do	5		Bremen	Kopernikusstraße	0	0	1	2	5	3						3	2		35					21	72	2020	10	15	he	tr	PKW	RF	AB		8,892284	53,109738
1078	16.10.2020	16:45	Fr	5		Bremen	Carl-Friedrich-Gauß-Straße	0	0	0	2	1							5	1		49				74	71	21	2020	10	16	he	tr	RF	PKW	F		8,889752	53,102248
1079	16.10.2020	16:45	Fr	5		Bremen	Landrat-Christians-Straße	0	0	0	2	5	2					8	5	3		31					21	72	2020	10	16	he	tr	PKW	RF	EK		8,579850	53,183018
1080	16.10.2020	17:43	Fr	5		Bremen	H.-H.-Meier-Allee	0	0	1	2	5			8				3	2		34					21	71	2020	10	16	he	tr	PKW	RF	AB		8,847690	53,093144
1081	16.10.2020	18:00	Fr	5		Bremen	Oberblockland	0	0	1	2	4							3	6		17					21	71	2020	10	16	dä	tr	PKW	RF	LV		8,857147	53,137007
1082	17.10.2020	01:06	Sa	5		Bremen	Vegesacker Heerstraße	0	0	0	3	1							6	7		2	1				71	21	2020	10	17	du	tr	RF	PKW	SO		8,654552	53,174355
1083	17.10.2020	17:25	Sa	5		Bremen	Rembertistraße	0	0	0	2	0	3						5	3		42					71	81	2020	10	17	he	tr	RF	FG	EK		8,816737	53,078391
1084	17.10.2020	17:30	Sa	5		Bremen	Tessiner Straße	0	0	1	2	5							3	3		37					21	72	2020	10	17	dä	tr	PKW	RF	EK		8,949742	53,064182
1085	17.10.2020	18:29	Sa	5		Bremen	Herrlichkeit	0	0	0	2	3	4						5	6		14	49			73	71	21	2020	10	17	du	na	RF	PKW	LV		8,802540	53,073146
1086	19.10.2020	11:20	Mo	5		Bremen	Diedrich-Wilkens-Straße	0	0	0	2	1							5	7		49		49			71	21	2020	10	19	he	tr	RF	PKW	SO		8,892754	53,056711
1087	19.10.2020	14:15	Mo	5		Bremen	Steinsetzerstraße	0	0	1	2	5							3	3		37		13			71	21	2020	10	19	he	tr	RF	PKW	EK		8,849736	53,047798
1088	19.10.2020	16:30	Mo	5		Bremen	Waller Ring	0	0	1	2	5	2		9	0			3	2		34					21	71	2020	10	19	he	tr	PKW	RF	AB		8,785403	53,102424
1089	20.10.2020	10:40	Di	5		Bremen	Auf dem Steinberg	0	0	1	1	0							3	7		49				89	72		2020	10	20	he	tr	RF	-	SO		8,670948	53,162500
1090	20.10.2020	16:05	Di	5		Bremen	Friedrich-Ebert-Straße	0	0	1	2	5	1		4				3	2		34				73	21	71	2020	10	20	he	na	PKW	RF	AB		8,793721	53,066314
1091	20.10.2020	21:00	Di	5		Bremen	Ludwig-Plate-Straße	0	0	1	2	5	2						3	2		49					21	71	2020	10	20	du	tr	PKW	RF	AB		8,750360	53,114590
1092	21.10.2020	09:43	Mi	5		Bremen	Contrescarpe	0	0	1	2	5							3	3		28					21	71	2020	10	21	he	na	PKW	RF	EK		8,815109	53,077087
1093	21.10.2020	10:00	Mi	5		Bremen	Am Schwarzen Meer	0	0	0	2	1							5	7		49				73	21	71	2020	10	21	he	na	PKW	RF	SO		8,837481	53,071844
1094	21.10.2020	10:00	Mi	5		Bremen	Weserdeich	0	0	1	2	5	2						3	3		27	49			73	71	71	2020	10	21	he	na	RF	RF	EK		8,808369	53,064867
1095	21.10.2020	12:54	Mi	4		Bremen	Am Wall	0	1	0	1	0							2	7		49				73	71		2020	10	21	he	na	RF	-	SO		8,810241	53,078204
1096	21.10.2020	16:55	Mi	5		Bremen	Am Hallacker	0	0	1	2	5	1						3	2		35					21	71	2020	10	21	he	tr	PKW	RF	AB		8,925597	53,069873
1097	21.10.2020	19:23	Mi	5		Bremen	Schwachhauser Heerstraße	0	0	1	1	0	1		9			8	3	7		49				73	71		2020	10	21	du	na	RF	-	SO		8,870687	53,091305
1098	22.10.2020	10:35	Do	5		Bremen	Katrepeler Landstraße	0	0	1	2	3	2						3	6		36					71	71	2020	10	22	he	tr	RF	RF	LV		8,917610	53,121892
1099	22.10.2020	11:38	Do	5		Bremen	Heinrich-Plett-Allee	0	1	0	2	5	2		8				2	2		35				82	21	72	2020	10	22	he	tr	PKW	RF	AB		8,716025	53,047935
1100	22.10.2020	13:53	Do	5		Bremen	Oberneulander Landstraße	0	0	1	1	0							3	7		49					72		2020	10	22	he	tr	RF	-	SO		8,917846	53,100636
1101	22.10.2020	14:20	Do	5		Bremen	Dietrichstraße	0	0	0	2	5							5	3		28					21	71	2020	10	22	he	tr	PKW	RF	EK		8,788198	53,098846
1102	22.10.2020	16:24	Do	5		Bremen	Ritterhuder Heerstraße	0	0	1	2	5	1					8	3	7		49					21	72	2020	10	22	he	tr	PKW	RF	SO		8,751704	53,163973
1103	22.10.2020	18:00	Do	5		Bremen	Rablinghauser Deich	0	0	1	2	3							3	6		49				73	21	71	2020	10	22	dä	na	PKW	RF	LV		8,748182	53,096295
1104	23.10.2020	09:45	Fr	5		Bremen	Colmarer Straße	0	0	1	2	1							3	7		49					71	21	2020	10	23	he	na	RF	PKW	SO		8,842445	53,080078
1105	23.10.2020	13:00	Fr	5		Bremen	Habenhauser Landstraße	0	0	1	2	5							3	2		34					21	71	2020	10	23	he	tr	PKW	RF	AB		8,848660	53,050624
1106	23.10.2020	14:24	Fr	5		Bremen	Sankt-Jürgen-Straße	0	0	1	2	3	1						3	3		34					21	71	2020	10	23	he	tr	PKW	RF	EK		8,837259	53,076837
1107	23.10.2020	16:45	Fr	5		Bremen	Burger Heerstraße	0	0	1	2	5						8	3	2		34					21	71	2020	10	23	he	tr	PKW	RF	AB		8,704387	53,156035
1108	24.10.2020	11:50	Sa	5		Bremen	Senator-Apelt-Straße	0	0	1	2	5	1						3	3		28					21	72	2020	10	24	he	tr	PKW	RF	EK		8,750417	53,083637
1109	24.10.2020	13:20	Sa	5		Bremen	Kurt-Schumacher-Allee	0	1	0	1	0							2	7		49				73	71		2020	10	24	he	na	RF	-	SO		8,896307	53,079243
1110	24.10.2020	23:50	Sa	5		Bremen	Horner Straße	0	0	0	3	1							5	7		49		14			71	21	2020	10	24	du	tr	RF	PKW	SO		8,831672	53,076512
1111	25.10.2020	09:30	So	5		Bremen	Habenhauser Deich	0	0	1	2	4							3	6		11					71	84	2020	10	25	he	na	RF	FG	LV		8,845533	53,056259
1112	25.10.2020	12:15	So	5		Bremen	H.-H.-Meier-Allee	0	0	0	2	1			8				5	5		49				89	71	21	2020	10	25	he	tr	RF	PKW	RV		8,845101	53,090606
1113	25.10.2020	19:45	So	5		Bremen	Georg-Gleistein-Straße	0	0	1	1	0							3	7		49					72		2020	10	25	du	na	RF	-	SO		8,618951	53,178671
1114	26.10.2020	05:35	Mo	5		Bremen	Am Herzogenkamp	0	0	1	2	5							3	3		29					21	71	2020	10	26	du	na	PKW	RF	EK		8,861675	53,099306
1115	26.10.2020	07:45	Mo	5		Bremen	Am Brahmkamp	0	0	1	2	0							3	3		28					21	71	2020	10	26	he	na	PKW	RF	EK		8,874732	53,101261
1116	26.10.2020	08:20	Mo	5		Bremen	Humannstraße	0	0	1	2	0	2						3	3		27		9			21	71	2020	10	26	he	tr	PKW	RF	EK		8,754097	53,127094
1117	26.10.2020	10:30	Mo	5		Bremen	Auf dem Pasch	0	0	1	2	5	2						3	2		35					21	72	2020	10	26	he	tr	PKW	RF	AB		8,677831	53,168990
1118	26.10.2020	15:40	Mo	5		Bremen	Hansestraße	0	0	1	1	0							3	7		35				74	71		2020	10	26	he	na	RF	-	SO		8,787356	53,089984
1119	27.10.2020	07:55	Di	5		Bremen	Schwachhauser Ring	0	0	3	5	4			9				3	6		14	49				71	71	2020	10	27	he	tr	RF	RF	LV		8,837108	53,090691
1120	27.10.2020	08:50	Di	5		Bremen	Carl-Goerdeler-Straße	0	0	1	1	0							3	7		49					71		2020	10	27	he	tr	RF	-	SO		8,899177	53,076180
1121	27.10.2020	08:50	Di	5		Bremen	Neustadtscontrescarpe	0	0	0	2	1							5	7		14	49				44	71	2020	10	27	he	tr	LKW	RF	SO		8,795194	53,069459
1122	27.10.2020	11:26	Di	5		Bremen	Vegesacker Straße	0	0	1	2	1							3	5		36	49				21	71	2020	10	27	he	tr	PKW	RF	RV		8,784894	53,097393
1123	27.10.2020	12:30	Di	5		Bremen	Friesenstraße	0	0	1	2	6							3	6		69					81	71	2020	10	27	he	tr	FG	RF	LV		8,829223	53,072909
1124	27.10.2020	14:30	Di	5		Bremen	Lilienthaler Heerstraße	0	1	0	2	3	1						2	2		34					40	71	2020	10	27	he	tr	LKW	RF	AB		8,880955	53,101690
1125	27.10.2020	16:35	Di	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5	1		8			8	3	3		31					21	72	2020	10	27	dä	sch	PKW	RF	EK		8,849916	53,085061
1126	27.10.2020	22:15	Di	5		Bremen	Schwachhauser Heerstraße	0	0	0	2	0						8	4	3		37				89	71	1	2020	10	27	du	tr	RF	KRD	EK		8,852266	53,086092
1127	28.10.2020	07:50	Mi	5		Bremen	Osterholzer Landstraße	0	0	1	2	5	2						3	3		28		8			21	71	2020	10	28	he	tr	PKW	RF	EK		8,932732	53,065144
1128	28.10.2020	07:57	Mi	5		Bremen	Vorstraße	0	0	1	2	5							3	2		34				73	71	71	2020	10	28	he	na	RF	RF	AB		8,871771	53,101857
1129	28.10.2020	08:00	Mi	5		Bremen	Niedersachsendamm	0	0	1	1	0							3	7		49				89	71		2020	10	28	he	tr	RF	-	SO		8,822464	53,054118
1130	28.10.2020	12:05	Mi	5		Bremen	Ehlersdamm	0	0	1	2	5	2						3	2		35					21	71	2020	10	28	he	tr	PKW	RF	AB		8,946186	53,048712
1131	28.10.2020	16:25	Mi	5		Bremen	Woltmershauser Straße	0	0	0	2	5	1						5	3		28				73	21	71	2020	10	28	he	na	PKW	RF	EK		8,772658	53,081394
1132	29.10.2020	08:40	Do	5		Bremen	Rembertistraße	0	0	1	2	2	1		7				3	7		49				73	21	71	2020	10	29	he	na	PKW	RF	SO		8,817064	53,078805
1133	29.10.2020	08:55	Do	5		Bremen	Schwachhauser Ring	0	0	1	1	0							3	7		35				73	71		2020	10	29	he	na	RF	-	SO		8,836205	53,091053
1134	29.10.2020	10:30	Do	5		Bremen	Riensberger Straße	0	0	1	1	0							3	7		49				74	72		2020	10	29	he	na	RF	-	SO		8,864169	53,094347
1135	29.10.2020	11:30	Do	5		Bremen	Leher Heerstraße	0	0	1	1	0							3	1		49					72		2020	10	29	he	tr	RF	-	F		8,879796	53,101633
1136	29.10.2020	11:35	Do	5		Bremen	Faulenstraße	0	0	1	2	5	2		8				3	3		34					21	71	2020	10	29	he	tr	PKW	RF	EK		8,797570	53,080649
1137	29.10.2020	16:35	Do	5		Bremen	Neuer Damm	0	0	1	2	5	2						3	3		28		10			21	71	2020	10	29	he	tr	PKW	RF	EK		8,735997	53,044709
1138	29.10.2020	18:15	Do	5		Bremen	Münchener Straße	0	0	1	2	2	1						3	7		14				73	21	71	2020	10	29	du	na	PKW	RF	SO		8,799566	53,094629
1139	30.10.2020	13:15	Fr	5		Bremen	Waller Ring	0	0	1	2	2							3	6		14					71	71	2020	10	30	he	na	RF	RF	LV		8,786213	53,103062
1140	30.10.2020	14:00	Fr	5		Bremen	Parkallee	0	0	0	2	5							5	2		34				73	21	71	2020	10	30	he	na	PKW	RF	AB		8,829066	53,088139
1141	30.10.2020	14:10	Fr	5		Bremen	Stoteler Straße	0	0	1	2	4	2						3	7		37					71	21	2020	10	30	he	na	RF	PKW	SO		8,755475	53,120244
1142	30.10.2020	14:50	Fr	5		Bremen	Lahnstraße	0	0	1	2	5							3	3		27		49			71	21	2020	10	30	he	na	RF	PKW	EK		8,792822	53,069106
1143	31.10.2020	11:05	Sa	5		Bremen	Vahrer Straße	0	0	1	2	6							3	4		42					71	81	2020	10	31	he	tr	RF	FG	ÜS		8,883047	53,074092
1144	31.10.2020	23:30	Sa	5		Bremen	Busestraße	0	0	1	2	6							3	7		35				73	71	81	2020	10	31	du	na	RF	FG	SO		8,841175	53,095747
1145	01.11.2020	03:45	So	5		Bremen	Scharnhorststraße	0	0	1	2	4							3	6		11	1				71	71	2020	11	01	du	na	RF	RF	LV		8,856978	53,085357
1146	01.11.2020	22:50	So	5		Bremen	Humboldtstraße	0	0	0	1	0							6	7		1	49				71		2020	11	01	du	na	RF	-	SO		8,827385	53,074822
1147	02.11.2020	05:35	Mo	5		Bremen	Leher Heerstraße	0	0	1	2	5	1						3	2		34					21	71	2020	11	02	du	tr	PKW	RF	AB		8,880721	53,101664
1148	02.11.2020	09:58	Mo	5		Bremen	Achterdiek	0	0	1	2	5	2						3	2		35				82	21	71	2020	11	02	he	na	PKW	RF	AB		8,901881	53,088489
1149	02.11.2020	10:05	Mo	5		Bremen	Huchtinger Heerstraße	0	0	1	2	5	3						3	3		34				73	21	71	2020	11	02	he	na	PKW	RF	EK		8,738567	53,055563
1150	02.11.2020	10:15	Mo	5		Bremen	In der Vahr	0	0	1	2	5	1						3	3		28					21	71	2020	11	02	he	na	PKW	RF	EK		8,876513	53,081030
1151	02.11.2020	11:55	Mo	5		Bremen	Bismarckstraße	0	0	1	1	0	1		8			8	3	1		49				74	71		2020	11	02	he	na	RF	-	F		8,837350	53,076825
1152	02.11.2020	12:55	Mo	5		Bremen	Langemarckstraße	0	0	1	1	0							3	7		49				88	71		2020	11	02	he	tr	RF	-	SO		8,788566	53,070675
1153	02.11.2020	15:30	Mo	5		Bremen	Kattenturmer Heerstraße	0	0	1	2	5	1						3	2		34					21	71	2020	11	02	he	tr	PKW	RF	AB		8,818792	53,048614
1154	02.11.2020	16:40	Mo	5		Bremen	Theodor-Heuss-Allee	0	0	0	2	0							5	7		49		49			11	71	2020	11	02	du	na	KRD	RF	SO		8,814822	53,084913
1155	02.11.2020	18:40	Mo	5		Bremen	Hindenburgstraße	0	1	0	1	0	5		9				2	7		13	49			76	71		2020	11	02	du	na	RF	-	SO		8,691177	53,168588
1156	03.11.2020	08:30	Di	5		Bremen	Am Stern	0	0	1	2	5	1		8				3	3		28					51	71	2020	11	03	he	tr	LKW	RF	EK		8,824530	53,084189
1157	03.11.2020	13:05	Di	5		Bremen	Elisabethstraße	0	0	1	2	5							3	3		28					21	71	2020	11	03	he	tr	PKW	RF	EK		8,788928	53,097712
1158	03.11.2020	14:03	Di	5		Bremen	Theodor-Billroth-Straße	0	0	1	2	5							3	2		35					21	71	2020	11	03	he	tr	PKW	RF	AB		8,818159	53,038787
1159	03.11.2020	14:31	Di	5		Bremen	Hastedter Osterdeich	0	0	1	2	4							3	2		34					21	71	2020	11	03	he	tr	PKW	RF	AB		8,866594	53,062169
1160	03.11.2020	15:25	Di	5		Bremen	Buntentorsteinweg	0	1	0	2	5							2	3		37					21	71	2020	11	03	he	tr	PKW	RF	EK		8,806468	53,065028
1161	03.11.2020	16:45	Di	5		Bremen	Henri-Dunant-Straße	0	0	1	2	5	2						3	3		28					21	71	2020	11	03	dä	tr	PKW	RF	EK		8,882065	53,079074
1162	03.11.2020	16:45	Di	5		Bremen	Am Wall	0	0	2	2	3	1		9			8	3	6		22				73	71	71	2020	11	03	he	na	RF	RF	LV		8,801427	53,080819
1163	04.11.2020	08:30	Mi	5		Bremen	Langemarckstraße	0	0	1	2	4	1						3	3		34				82	21	71	2020	11	04	he	tr	PKW	RF	EK		8,789271	53,070994
1164	04.11.2020	08:30	Mi	5		Bremen	Grasberger Straße	0	0	1	2	5	2						3	2		34					21	72	2020	11	04	he	tr	PKW	RF	AB		8,763560	53,108987
1165	04.11.2020	14:00	Mi	5		Bremen	Goliathstraße	0	0	1	2	5							3	3		49		49			21	72	2020	11	04	he	tr	PKW	RF	EK		8,871650	53,062285
1166	04.11.2020	16:45	Mi	5		Bremen	Sankt-Pauli-Deich	0	0	1	2	5							3	3		37				89	71	71	2020	11	04	dä	tr	RF	RF	EK		8,802591	53,070372
1167	04.11.2020	17:00	Mi	5		Bremen	Osterholzer Heerstraße	0	0	1	2	5	3						3	3		37					21	71	2020	11	04	dä	tr	PKW	RF	EK		8,945167	53,058049
1168	05.11.2020	08:05	Do	5		Bremen	Kurfürstenallee	0	0	1	2	3							3	2		34					21	71	2020	11	05	dä	tr	PKW	RF	AB		8,838404	53,082146
1169	05.11.2020	08:50	Do	5		Bremen	An der Gete	0	0	0	2	1							5	7		49					40	71	2020	11	05	he	tr	LKW	RF	SO		8,852258	53,080134
1170	05.11.2020	11:15	Do	5		Bremen	Flensburger Straße	0	0	1	1	9							3	7		49					71		2020	11	05	he	tr	RF	-	SO		8,789711	53,100818
1171	05.11.2020	11:40	Do	5		Bremen	Goesselstraße	0	0	0	2	0							5	7		36		37			21	71	2020	11	05	he	tr	PKW	RF	SO		8,809372	53,088524
1172	05.11.2020	15:20	Do	5		Bremen	Borgwardstraße	0	0	0	2	5	3						5	2		35					21	71	2020	11	05	he	tr	PKW	RF	AB		8,844490	53,045878
1173	05.11.2020	16:25	Do	5		Bremen	Morgenlandstraße	0	0	0	2	4							5	6		13	14				71	21	2020	11	05	he	tr	RF	PKW	LV		8,762712	53,116105
1174	05.11.2020	17:10	Do	5		Bremen	Richthofenstraße	0	0	0	2	3	2						5	6		14		49			21	71	2020	11	05	du	tr	PKW	RF	LV		8,658857	53,172746
1175	06.11.2020	12:30	Fr	5		Bremen	Hermann-Koenen-Straße	0	0	2	2	6			5			8	3	4		42		64			71	81	2020	11	06	he	tr	RF	FG	ÜS		8,915850	53,070890
