LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
314	18.05.2021	17:05	Di	5		Bremen	Beim Industriehafen	0	1	0	2	3	1		9			8	2	2		34					51	72	2021	05	18	he	tr	LKW	RF	AB		8,726491	53,129315
315	19.05.2021	02:00	Mi	5		Bremen	Am Schwarzen Meer	0	0	1	3	1							3	5		14					71	21	2021	05	19	du	tr	RF	PKW	RV		8,835834	53,071526
316	19.05.2021	18:25	Mi	5		Bremen	Auf dem Peterswerder	0	0	0	2	1							5	7		49					71	21	2021	05	19	he	tr	RF	PKW	SO		8,836842	53,068868
317	20.05.2021	16:30	Do	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	1	0							3	7		49					71		2021	05	20	he	tr	RF	-	SO		8,728243	53,038358
318	20.05.2021	17:05	Do	5		Bremen	Buntentorsteinweg	0	0	1	2	6			5				3	4		42					72	81	2021	05	20	he	tr	RF	FG	ÜS		8,806870	53,064721
319	20.05.2021	19:48	Do	5		Bremen	Gastfeldstraße	0	1	0	2	5	1						2	3		28					71	33	2021	05	20	he	tr	RF	BUS	EK		8,798182	53,063695
320	21.05.2021	11:55	Fr	5		Bremen	Diedrich-Wilkens-Straße	0	0	1	2	4							3	6		49	11				71	71	2021	05	21	du	na	RF	RF	LV		8,890728	53,057241
321	21.05.2021	14:32	Fr	5		Bremen	Auf dem Hohen Ufer	0	0	1	2	5	2						3	3		37					21	71	2021	05	21	he	tr	PKW	RF	EK		8,665385	53,164279
322	22.05.2021	16:05	Sa	5		Bremen	Posener Straße	0	0	0	2	1	6						6	7		2	49				71	21	2021	05	22	he	sch	RF	PKW	SO		8,761564	53,120086
323	24.05.2021	13:02	Mo	5		Bremen	Im Suhrfelde II	0	0	1	2	0							3	7		69					81	71	2021	05	24	he	tr	FG	RF	SO		8,852317	53,063331
324	24.05.2021	14:05	Mo	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	1	2	2							3	6		13					5	71	2021	05	24	he	tr	KRD	RF	LV		8,803969	53,072501
325	24.05.2021	18:30	Mo	5		Bremen	Wilhelmshavener Straße	0	0	1	2	0							3	1		49				73	72	21	2021	05	24	he	na	RF	PKW	F		8,518631	53,198205
326	25.05.2021	05:45	Di	5		Bremen	Europaallee	0	1	0	3	5							2	3		37				73	71	21	2021	05	25	he	na	RF	PKW	EK		8,897423	53,033536
327	25.05.2021	12:10	Di	5		Bremen	Hemelinger Heerstraße	0	0	1	2	5	2						3	2		34				82	21	71	2021	05	25	he	tr	PKW	RF	AB		8,898410	53,044412
328	25.05.2021	12:10	Di	5		Bremen	Bismarckstraße	0	0	0	2	5	1						5	2		34					21	71	2021	05	25	he	tr	PKW	RF	AB		8,837293	53,076860
329	26.05.2021	18:52	Mi	5		Bremen	Reiherstraße	0	0	0	2	4							5	1		49					71	21	2021	05	26	he	tr	RF	PKW	F		8,727677	53,138893
330	27.05.2021	05:10	Do	5		Bremen	Rembertiring	0	0	0	2	5							5	3		49				73	21	71	2021	05	27	dä	na	PKW	RF	EK		8,817987	53,077940
331	27.05.2021	11:40	Do	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5	3						3	3		37					21	71	2021	05	27	he	tr	PKW	RF	EK		8,843683	53,083699
332	27.05.2021	12:45	Do	5		Bremen	Züricher Straße	0	0	1	2	5	1					8	3	2		34					21	71	2021	05	27	he	tr	PKW	RF	AB		8,948892	53,063576
333	27.05.2021	14:00	Do	5		Bremen	Leher Heerstraße	0	0	1	2	5	3		9				3	3		34					21	71	2021	05	27	he	tr	PKW	RF	EK		8,880380	53,101561
334	27.05.2021	16:35	Do	5		Bremen	Kissinger Straße	0	0	0	2	1							5	7		49					71	21	2021	05	27	he	tr	RF	PKW	SO		8,805839	53,101907
335	28.05.2021	09:20	Fr	4		Bremen	Metzer Straße	0	0	0	3	0							5	7		49					71	21	2021	05	28	he	tr	RF	PKW	SO		8,842910	53,081323
336	28.05.2021	12:15	Fr	5		Bremen	Osterfeuerberger Ring	0	1	0	1	0			9			8	2	7		49					71		2021	05	28	he	tr	RF	-	SO		8,799008	53,102617
337	28.05.2021	12:50	Fr	5		Bremen	Valckenburghstraße	0	0	0	2	1							5	7		44					71	21	2021	05	28	he	tr	RF	PKW	SO		8,815205	53,051756
338	28.05.2021	15:50	Fr	5		Bremen	Georg-Gröning-Straße	0	0	1	2	5							3	2		35					21	71	2021	05	28	he	tr	PKW	RF	AB		8,832369	53,083943
339	28.05.2021	16:43	Fr	5		Bremen	Mahndorfer Heerstraße	0	0	1	1	0							3	7		49					71		2021	05	28	he	tr	RF	-	SO		8,951094	53,034926
340	28.05.2021	18:00	Fr	5		Bremen	Jan-Reiners-Wanderweg	0	0	1	2	2							3	6		49					71	71	2021	05	28	he	tr	RF	RF	LV		8,888749	53,125504
341	28.05.2021	21:35	Fr	5		Bremen	Graudenzer Straße	0	0	0	2	1							5	5		49					71	21	2021	05	28	du	tr	RF	PKW	RV		8,801097	53,063511
342	29.05.2021	16:08	Sa	5		Bremen	Breitenweg	0	0	1	2	5	1		8				3	2		49		49			21	71	2021	05	29	he	tr	PKW	RF	AB		8,808642	53,082896
343	29.05.2021	23:20	Sa	5		Bremen	Buntentorsteinweg	0	1	0	1	0							2	1		1	13			76	72		2021	05	29	du	tr	RF	-	F		8,812878	53,058665
344	29.05.2021	23:30	Sa	5		Bremen	Bismarckstraße	0	0	0	2	5	1		4				5	3		34					92	71	2021	05	29	du	tr	SOF	RF	EK		8,837320	53,076870
345	29.05.2021	23:52	Sa	5		Bremen	Ostertorsteinweg	0	0	0	1	0							6	1		1	49				71		2021	05	29	du	tr	RF	-	F		8,817145	53,072419
346	30.05.2021	10:43	So	5		Bremen	August-Bebel-Allee	0	0	1	1	0							3	1		49					71		2021	05	30	he	tr	RF	-	F		8,879207	53,085736
347	30.05.2021	15:30	So	5		Bremen	Lilienthaler Heerstraße	0	0	1	1	0	1		9			8	3	7		49					71		2021	05	30	he	tr	RF	-	SO		8,887832	53,109200
348	30.05.2021	19:32	So	5		Bremen	Osterdeich	0	1	0	2	6							2	6		32	35	65			72	84	2021	05	30	he	tr	RF	FG	LV		8,809383	53,071913
349	30.05.2021	20:35	So	5		Bremen	Am Deich	0	0	1	2	4							3	6		11					5	71	2021	05	30	he	tr	KRD	RF	LV		8,789789	53,079179
350	31.05.2021	06:45	Mo	5		Bremen	Hindenburgstraße	0	0	2	2	5	1		8			8	3	2		35				82	21	71	2021	05	31	he	tr	PKW	RF	AB		8,702169	53,167713
351	31.05.2021	09:35	Mo	5		Bremen	Hollerstraße	0	0	1	2	5	1		4				3	3		28					21	71	2021	05	31	he	tr	PKW	RF	EK		8,831387	53,081243
352	31.05.2021	10:35	Mo	5		Bremen	Rotdornallee	0	0	1	3	5	3						3	3		34					21	71	2021	05	31	he	tr	PKW	RF	EK		8,685698	53,177641
353	31.05.2021	10:40	Mo	5		Bremen	Leher Heerstraße	0	0	1	2	3							3	2		34					21	71	2021	05	31	he	tr	PKW	RF	AB		8,871062	53,098427
354	31.05.2021	14:50	Mo	5		Bremen	Richard-Boljahn-Allee	0	0	1	2	5	1					8	3	3		49					92	71	2021	05	31	he	tr	SOF	RF	EK		8,875719	53,082509
355	31.05.2021	16:15	Mo	5		Bremen	Hans-Bredow-Straße	0	0	1	2	1	1						3	3		49		49			71	21	2021	05	31	he	tr	RF	PKW	EK		8,963824	53,057420
356	31.05.2021	18:25	Mo	5		Bremen	Moorkuhlenweg	0	0	1	2	5	1						3	3		27				76	21	71	2021	05	31	he	tr	PKW	RF	EK		8,904850	53,122776
357	31.05.2021	18:40	Mo	5		Bremen	Rockwinkeler Landstraße	0	0	1	2	5							3	3		37					21	71	2021	05	31	he	tr	PKW	RF	EK		8,942329	53,079844
358	31.05.2021	22:30	Mo	5		Bremen	Sebaldsbrücker Heerstraße	0	0	0	2	4			9			8	5	6		14					5	71	2021	05	31	du	tr	KRD	RF	LV		8,887966	53,062230
359	01.06.2021	08:30	Di	5		Bremen	Kremser Straße	0	0	0	2	5							5	3		34					21	71	2021	06	01	he	tr	PKW	RF	EK		8,861436	53,102830
360	01.06.2021	14:20	Di	5		Bremen	Osterdeich	0	1	1	2	4							2	6		11					71	71	2021	06	01	he	tr	RF	RF	LV		8,852877	53,064951
361	01.06.2021	16:05	Di	5		Bremen	Hastedter Brückenstraße	0	0	1	1	0							3	7		49					71		2021	06	01	he	tr	RF	-	SO		8,853355	53,064309
362	01.06.2021	16:10	Di	5		Bremen	Wigmodistraße	0	0	1	2	1	4						3	5		45					21	71	2021	06	01	he	tr	PKW	RF	RV		8,578227	53,185048
363	02.06.2021	07:45	Mi	5		Bremen	Überseetor	0	0	1	2	5	2						3	3		27					21	71	2021	06	02	he	tr	PKW	RF	EK		8,772110	53,094700
364	02.06.2021	12:40	Mi	5		Bremen	Am Stern	0	0	1	2	5							3	3		49					71	71	2021	06	02	he	tr	RF	RF	EK		8,825196	53,084486
365	02.06.2021	12:50	Mi	5		Bremen	Kirchheide	0	1	1	2	5	2						2	3		49		49			71	72	2021	06	02	he	tr	RF	RF	EK		8,617401	53,174823
366	02.06.2021	13:45	Mi	5		Bremen	Schmidtstraße	0	0	0	2	1							5	5		49					21	71	2021	06	02	he	tr	PKW	RF	RV		8,825629	53,072890
367	02.06.2021	17:15	Mi	5		Bremen	Hamburger Straße	0	0	1	2	7	1					8	3	7		69					83	71	2021	06	02	he	tr	FG	RF	SO		8,837471	53,069928
368	02.06.2021	18:15	Mi	5		Bremen	Klostermühlenweg	0	0	1	2	1	3						3	6		36					40	71	2021	06	02	he	tr	LKW	RF	LV		8,691258	53,172115
369	02.06.2021	19:30	Mi	5		Bremen	Parkallee	0	0	1	2	3							3	6		14					71	71	2021	06	02	he	tr	RF	RF	LV		8,839050	53,103222
370	03.06.2021	08:45	Do	5		Bremen	Vor dem Steintor	0	0	1	1	0			8				3	1		49					71		2021	06	03	he	tr	RF	-	F		8,827048	53,072717
371	03.06.2021	08:50	Do	5		Bremen	Neukirchstraße	0	0	0	3	0	3						5	7		49					71	21	2021	06	03	he	tr	RF	PKW	SO		8,812059	53,092746
372	03.06.2021	11:30	Do	5		Bremen	Simon-Bolivar-Straße	0	0	1	2	5	3						3	3		37					21	71	2021	06	03	he	tr	PKW	RF	EK		8,781230	53,075708
373	03.06.2021	11:30	Do	5		Bremen	In der Vahr	0	0	1	2	5	2						3	3		28					21	71	2021	06	03	he	tr	PKW	RF	EK		8,876545	53,081029
374	03.06.2021	13:55	Do	5		Bremen	Vegesacker Heerstraße	0	0	1	2	5	1		4			8	3	2		31					21	71	2021	06	03	he	tr	PKW	RF	AB		8,649896	53,173882
375	03.06.2021	15:50	Do	5		Bremen	Dithmarscher Freiheit	0	0	1	2	1							3	5		45					21	71	2021	06	03	he	tr	PKW	RF	RV		8,797087	53,103802
376	03.06.2021	17:48	Do	5		Bremen	Habenhauser Landstraße	0	0	1	2	1						8	3	7		31				73	72	21	2021	06	03	he	na	RF	PKW	SO		8,846054	53,050371
377	03.06.2021	18:30	Do	5		Bremen	Kattenescher Weg	0	0	0	2	5	1					8	5	2		35				73	21	71	2021	06	03	he	na	PKW	RF	AB		8,809350	53,031645
378	03.06.2021	19:24	Do	5		Bremen	Geschwister-Scholl-Straße	0	0	1	2	0							3	7		34	49			73	71	21	2021	06	03	he	na	RF	PKW	SO		8,907288	53,078465
379	04.06.2021	11:04	Fr	5		Bremen	Herdentorsteinweg	0	0	1	3	5	2						3	3		28					21	71	2021	06	04	he	tr	PKW	RF	EK		8,811241	53,080131
380	04.06.2021	11:19	Fr	5		Bremen	Osterholzer Möhlendamm	0	0	1	2	5	2						3	2		34					72	21	2021	06	04	he	tr	RF	PKW	AB		8,950413	53,058381
381	04.06.2021	18:35	Fr	5		Bremen	Karl-Kautsky-Straße	0	1	0	2	0							2	7		49					33	71	2021	06	04	he	tr	BUS	RF	SO		8,890061	53,084302
382	05.06.2021	01:50	Sa	5		Bremen	Vor dem Steintor	0	0	0	2	2							5	3		11	49				71	21	2021	06	05	dä	tr	RF	PKW	EK		8,823244	53,072983
383	05.06.2021	09:50	Sa	5		Bremen	Buntentorsteinweg	0	0	0	2	1							5	5		14				73	71	21	2021	06	05	he	na	RF	PKW	RV		8,805143	53,065775
384	05.06.2021	11:00	Sa	5		Bremen	Curiestraße	0	0	1	2	1							3	5		49				73	71	21	2021	06	05	he	na	RF	PKW	RV		8,894033	53,106913
385	05.06.2021	15:45	Sa	5		Bremen	Pferdeweide	0	0	1	2	4	6		9				3	6		10				73	21	71	2021	06	05	he	na	PKW	RF	LV		8,748314	53,134236
386	05.06.2021	17:50	Sa	5		Bremen	Fleetrade	0	0	1	2	1			8				3	1		49				73	71	21	2021	06	05	he	na	RF	PKW	F		8,866294	53,063869
387	05.06.2021	21:00	Sa	5		Bremen	Reiherstraße	0	0	1	2	0							3	7		69				87	83	71	2021	06	05	dä	tr	FG	RF	SO		8,730051	53,138187
388	07.06.2021	05:30	Mo	5		Bremen	Christernstraße	0	0	2	2	4	4						3	6		9				73	71	71	2021	06	07	he	na	RF	RF	LV		8,885825	53,056649
389	07.06.2021	11:40	Mo	5		Bremen	Fedelhören	0	0	1	2	5	1						3	3		28					21	71	2021	06	07	he	tr	PKW	RF	EK		8,818126	53,077737
390	07.06.2021	13:40	Mo	5		Bremen	Holzdamm	0	0	1	2	3							3	6		49	22				21	71	2021	06	07	he	tr	PKW	RF	LV		8,844138	53,055481
391	07.06.2021	14:05	Mo	5		Bremen	Bismarckstraße	0	0	1	2	0							3	7		49		49			71	71	2021	06	07	he	tr	RF	RF	SO		8,852453	53,073587
392	07.06.2021	14:25	Mo	5		Bremen	Kirchhuchtinger Landstraße	0	0	0	2	5							5	3		49					71	21	2021	06	07	he	tr	RF	PKW	EK		8,765029	53,062675
393	07.06.2021	14:38	Mo	5		Bremen	Autobahnzubringer Horn-Lehe /	0	1	0	2	5	2						2	3		28					21	72	2021	06	07	he	tr	PKW	RF	EK		8,887789	53,109090
394	07.06.2021	17:20	Mo	5		Bremen	Stader Straße	0	0	1	2	0							3	3		37					21	71	2021	06	07	he	tr	PKW	RF	EK		8,849152	53,068416
395	07.06.2021	17:25	Mo	5		Bremen	Hemelinger Heerstraße	0	0	0	2	1							5	7		49					71	21	2021	06	07	he	tr	RF	PKW	SO		8,894693	53,046021
396	07.06.2021	17:28	Mo	5		Bremen	Kurfürstenallee	0	0	1	1	0							3	5		14					71		2021	06	07	he	tr	RF	-	RV		8,852663	53,082311
397	08.06.2021	05:42	Di	5		Bremen	Arsterdamm	0	1	0	2	5	1						2	3		28					21	72	2021	06	08	he	tr	PKW	RF	EK		8,818487	53,046784
398	08.06.2021	07:30	Di	5		Bremen	Jan-Reiners-Wanderweg	0	0	1	2	5							3	3		27					71	71	2021	06	08	he	tr	RF	RF	EK		8,886973	53,124075
399	08.06.2021	15:30	Di	5		Bremen	Hafenstraße	0	1	0	2	6							2	7		49					71	81	2021	06	08	he	tr	RF	FG	SO		8,772014	53,093972
400	08.06.2021	16:05	Di	5		Bremen	Braunschweiger Straße	0	0	1	2	5	1						3	3		27					71	21	2021	06	08	he	tr	RF	PKW	EK		8,837111	53,069467
401	08.06.2021	17:10	Di	5		Bremen	Am Koppenberg	0	0	1	2	5							3	3		49					21	71	2021	06	08	he	tr	PKW	RF	EK		8,742424	53,131781
402	08.06.2021	17:35	Di	5		Bremen	Beim Industriehafen	1	1	0	2	5	2		0	9		8	1	3		31					71	51	2021	06	08	he	tr	RF	LKW	EK		8,740251	53,124754
403	08.06.2021	17:45	Di	5		Bremen	Pfalzburger Straße	0	0	1	2	5							3	2		34					21	71	2021	06	08	he	tr	PKW	RF	AB		8,875359	53,062077
404	08.06.2021	19:05	Di	5		Bremen	Borgfelder Heerstraße	0	0	0	2	3						8	5	2		37					21	71	2021	06	08	he	tr	PKW	RF	AB		8,902605	53,127117
405	09.06.2021	07:45	Mi	5		Bremen	Habenhauser Brückenstraße	0	0	2	2	4						8	3	6		49		49			71	71	2021	06	09	he	tr	RF	RF	LV		8,842020	53,041780
406	09.06.2021	08:40	Mi	5		Bremen	Eickedorfer Straße	0	0	1	2	5	3						3	3		37					21	71	2021	06	09	he	tr	PKW	RF	EK		8,810986	53,092519
407	09.06.2021	10:15	Mi	5		Bremen	Lausanner Straße	0	0	1	2	5	2						3	3		28					21	71	2021	06	09	he	tr	PKW	RF	EK		8,946551	53,076638
408	09.06.2021	12:05	Mi	5		Bremen	Kornstraße	0	0	1	2	5							3	3		37		9			21	71	2021	06	09	he	tr	PKW	RF	EK		8,814817	53,054799
409	09.06.2021	13:40	Mi	5		Bremen	Tiefer	0	0	2	2	5	1		3			8	3	3		31					71	21	2021	06	09	he	tr	RF	PKW	EK		8,806529	53,073531
410	09.06.2021	19:10	Mi	5		Bremen	Admiralstraße	0	0	1	1	0							3	7		49					71		2021	06	09	he	tr	RF	-	SO		8,804782	53,091630
411	10.06.2021	07:25	Do	5		Bremen	Cuxhavener Straße	0	0	1	2	2							3	6		49					21	71	2021	06	10	he	tr	PKW	RF	LV		8,772695	53,096353
412	10.06.2021	07:53	Do	5		Bremen	Kreinsloger	0	0	1	2	5	2						3	3		28		9			21	71	2021	06	10	he	tr	PKW	RF	EK		8,564486	53,193101
413	10.06.2021	09:15	Do	5		Bremen	Kremser Straße	0	0	1	2	6							3	7		42					71	81	2021	06	10	he	tr	RF	FG	SO		8,860580	53,102830
414	10.06.2021	12:45	Do	5		Bremen	Sögestraße	0	0	0	2	1							5	5		49					71	21	2021	06	10	he	tr	RF	PKW	RV		8,807851	53,077835
415	10.06.2021	13:30	Do	5		Bremen	Falkenstraße	0	0	1	2	5	1						3	3		27		27			71	71	2021	06	10	he	tr	RF	RF	EK		8,802655	53,084663
416	10.06.2021	15:00	Do	5		Bremen	Hannoversche Straße	0	0	1	2	5	3						3	2		34					21	71	2021	06	10	he	tr	PKW	RF	AB		8,891780	53,048359
417	10.06.2021	15:55	Do	5		Bremen	Horner Straße	0	0	1	2	5							3	3		37					21	71	2021	06	10	he	tr	PKW	RF	EK		8,832031	53,077495
418	10.06.2021	17:50	Do	5		Bremen	Lilienthaler Heerstraße	0	0	1	2	5	2						3	3		28					21	71	2021	06	10	he	tr	PKW	RF	EK		8,898485	53,119961
419	10.06.2021	18:45	Do	5		Bremen	Bismarckstraße	0	0	0	2	1							5	5		49					71	21	2021	06	10	he	tr	RF	PKW	RV		8,829140	53,078022
420	10.06.2021	19:00	Do	5		Bremen	Alter Dorfweg	0	0	1	2	5							3	3		49					21	71	2021	06	10	he	tr	PKW	RF	EK		8,741295	53,049309
421	11.06.2021	09:00	Fr	5		Bremen	Schubertstraße	0	0	0	2	0							5	7		49					92	71	2021	06	11	he	tr	SOF	RF	SO		8,836167	53,083492
422	11.06.2021	10:50	Fr	5		Bremen	Arsterdamm	0	1	0	3	0						8	2	3		49					21	72	2021	06	11	he	tr	PKW	RF	EK		8,823609	53,044102
423	11.06.2021	12:45	Fr	5		Bremen	Verteilerkreis Utbremen	0	0	2	2	4							3	6		24					71	71	2021	06	11	he	tr	RF	RF	LV		8,799399	53,102585
424	11.06.2021	15:00	Fr	5		Bremen	Villacher Straße	0	0	0	1	7							5	7		49					72		2021	06	11	he	tr	RF	-	SO		8,864842	53,103315
425	11.06.2021	18:15	Fr	5		Bremen	Rockwinkeler Heerstraße	0	1	0	1	0							2	7		49					72		2021	06	11	he	tr	RF	-	SO		8,927933	53,089839
426	11.06.2021	21:50	Fr	4		Bremen	Schwachhauser Heerstraße	0	0	1	1	0	2						3	1		49					71		2021	06	11	dä	tr	RF	-	F		8,850249	53,085074
427	12.06.2021	13:05	Sa	5		Bremen	Holsteiner Straße	0	0	1	2	1	2						3	2		1	49				71	21	2021	06	12	he	tr	RF	PKW	AB		8,793960	53,099667
428	12.06.2021	14:00	Sa	5		Bremen	Lindenhofstraße	0	0	1	2	5	1		4			8	3	2		35					21	71	2021	06	12	he	tr	PKW	RF	AB		8,758764	53,116026
429	12.06.2021	19:15	Sa	5		Bremen	Kleine Hundestraße	0	0	2	2	5	2						3	3		14	13				71	71	2021	06	12	he	tr	RF	RF	EK		8,806062	53,078255
430	12.06.2021	20:51	Sa	5		Bremen	Remscheider Straße	0	0	0	2	0							5	3		37					21	71	2021	06	12	he	tr	PKW	RF	EK		8,932622	53,071566
431	13.06.2021	10:45	So	5		Bremen	Am Wasser	0	0	2	2	1							3	5		45					21	72	2021	06	13	he	tr	PKW	RF	RV		8,625399	53,167614
432	13.06.2021	13:45	So	5		Bremen	Huchtinger Heerstraße	0	0	0	2	5	3						5	3		49					71	21	2021	06	13	he	tr	RF	PKW	EK		8,734104	53,058394
433	13.06.2021	14:10	So	5		Bremen	Fleetrade	0	0	1	1	0							3	7		49					71		2021	06	13	he	tr	RF	-	SO		8,866138	53,063929
434	14.06.2021	09:52	Mo	5		Bremen	Marcusallee	0	0	0	2	1						8	5	6		49	6				71	21	2021	06	14	he	tr	RF	PKW	LV		8,876094	53,090622
435	14.06.2021	15:05	Mo	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	1	2	4			9				3	6		11	14				71	71	2021	06	14	he	tr	RF	RF	LV		8,803739	53,071958
436	14.06.2021	17:15	Mo	5		Bremen	Katrepeler Landstraße	0	0	1	3	1							3	7		45					21	71	2021	06	14	he	tr	PKW	RF	SO		8,909311	53,124727
437	14.06.2021	18:10	Mo	5		Bremen	Hollerallee	0	0	1	2	5	1		8				3	2		34					21	71	2021	06	14	he	tr	PKW	RF	AB		8,831409	53,081291
438	14.06.2021	18:50	Mo	5		Bremen	Waller Damm	0	0	1	2	5	2						3	3		27					21	71	2021	06	14	he	tr	PKW	RF	EK		8,791455	53,110861
439	14.06.2021	20:00	Mo	5		Bremen	Kurfürstenallee	0	0	0	2	1							5	7		36					71	21	2021	06	14	he	tr	RF	PKW	SO		8,856310	53,082741
440	15.06.2021	07:35	Di	5		Bremen	Ludwigsburger Straße	0	0	1	2	5	2						3	3		27					71	71	2021	06	15	he	tr	RF	RF	EK		8,817375	53,098311
441	15.06.2021	08:30	Di	5		Bremen	Parkallee	0	0	1	2	5	3		9				3	3		37					21	71	2021	06	15	he	tr	PKW	RF	EK		8,839050	53,102192
442	15.06.2021	16:04	Di	5		Bremen	Ludwig-Erhard-Straße	0	0	1	2	5	3						3	3		37		10			21	71	2021	06	15	he	tr	PKW	RF	EK		8,698932	53,092761
443	15.06.2021	16:50	Di	5		Bremen	Schlengstraße	0	0	0	2	3							5	6		49					92	72	2021	06	15	he	tr	SOF	RF	LV		8,891801	53,049488
444	15.06.2021	17:50	Di	5		Bremen	Schwachhauser Heerstraße	0	1	0	1	0							2	7		49					71		2021	06	15	he	tr	RF	-	SO		8,853703	53,087199
445	15.06.2021	18:08	Di	5		Bremen	Schwachhauser Heerstraße	0	0	1	1	0							3	1		49					71		2021	06	15	he	tr	RF	-	F		8,853784	53,087257
446	16.06.2021	07:45	Mi	5		Bremen	Hohentorsheerstraße	0	0	1	2	1	7		8				3	3		34					21	71	2021	06	16	he	tr	PKW	RF	EK		8,785500	53,071069
447	16.06.2021	08:00	Mi	5		Bremen	Friedhofstraße	0	0	1	2	5	2						3	3		35					71	71	2021	06	16	he	tr	RF	RF	EK		8,856498	53,089868
448	16.06.2021	09:00	Mi	5		Bremen	Wachmannstraße	0	0	1	2	5							3	2		34					21	71	2021	06	16	he	tr	PKW	RF	AB		8,827927	53,085038
449	16.06.2021	09:30	Mi	5		Bremen	Borgfelder Straße	0	0	1	2	5	1						3	3		27					21	71	2021	06	16	he	tr	PKW	RF	EK		8,809586	53,092587
450	16.06.2021	12:36	Mi	5		Bremen	Wachmannstraße	0	0	2	2	3			8				3	6		35		49			71	1	2021	06	16	he	tr	RF	KRD	LV		8,832179	53,086111
451	16.06.2021	12:45	Mi	5		Bremen	Universitätsallee	0	1	0	2	5	1		2			8	2	3		33					71	61	2021	06	16	he	tr	RF	SOF	EK		8,842427	53,106044
452	16.06.2021	13:25	Mi	5		Bremen	Mittelkampstraße	0	0	1	2	5							3	2		34					21	71	2021	06	16	he	tr	PKW	RF	AB		8,772202	53,078750
453	17.06.2021	05:56	Do	5		Bremen	Mittelkampstraße	0	0	1	2	5	2						3	3		27					71	21	2021	06	17	he	tr	RF	PKW	EK		8,774296	53,077653
454	17.06.2021	09:20	Do	5		Bremen	Mahndorfer Heerstraße	0	0	0	2	1	3						5	3		37					21	71	2021	06	17	he	tr	PKW	RF	EK		8,935371	53,038332
455	17.06.2021	11:53	Do	5		Bremen	Schwachhauser Heerstraße	0	0	1	1	0			9				3	7		49					71		2021	06	17	he	tr	RF	-	SO		8,852571	53,086221
456	17.06.2021	11:54	Do	5		Bremen	Nordstraße	0	0	1	2	3	1		8				3	2		49					92	71	2021	06	17	he	tr	SOF	RF	AB		8,784974	53,088689
457	17.06.2021	14:00	Do	5		Bremen	Morgengärten	0	0	0	2	1							5	5		49					71	21	2021	06	17	he	tr	RF	PKW	RV		8,848143	53,040380
458	17.06.2021	16:50	Do	5		Bremen	Gröpelinger Heerstraße	0	0	2	2	5	2						3	3		28					71	21	2021	06	17	he	tr	RF	PKW	EK		8,764804	53,112903
459	17.06.2021	18:35	Do	5		Bremen	Weserwehr	0	0	1	2	4						8	3	6		49					71	71	2021	06	17	he	tr	RF	RF	LV		8,866428	53,061202
460	17.06.2021	19:10	Do	5		Bremen	Eduard-Schopf-Allee	0	0	1	2	5	1						3	3		31				82	71	21	2021	06	17	he	tr	RF	PKW	EK		8,786991	53,082937
461	17.06.2021	21:20	Do	5		Bremen	Bremerhavener Straße	0	0	1	2	4							3	6		49					5	71	2021	06	17	he	tr	KRD	RF	LV		8,777818	53,099532
462	18.06.2021	07:00	Fr	5		Bremen	Rockwinkeler Landstraße	0	0	2	2	3							3	6		49					71	71	2021	06	18	he	tr	RF	RF	LV		8,939470	53,076683
463	18.06.2021	07:10	Fr	5		Bremen	Godehardstraße	0	0	1	2	5							3	3		37					71	72	2021	06	18	he	tr	RF	RF	EK		8,889296	53,058007
464	18.06.2021	10:50	Fr	5		Bremen	Sielwall	0	0	1	2	5							3	3		31					71	21	2021	06	18	he	tr	RF	PKW	EK		8,824564	53,068954
465	18.06.2021	11:30	Fr	5		Bremen	Neuenlander Straße	0	0	1	2	5							3	3		34					21	71	2021	06	18	he	tr	PKW	RF	EK		8,816123	53,049344
466	18.06.2021	11:35	Fr	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5						8	3	3		37					21	71	2021	06	18	he	tr	PKW	RF	EK		8,740762	53,053132
467	18.06.2021	11:40	Fr	2	6	Bremen	Neuenlander Straße	0	1	0	1	0							2	7		49					71		2021	06	18	he	tr	RF	-	SO		8,817756	53,048924
468	18.06.2021	17:30	Fr	5		Bremen	Hemmstraße	0	0	1	2	5	2						3	3		28					21	71	2021	06	18	he	tr	PKW	RF	EK		8,813934	53,100298
469	18.06.2021	18:35	Fr	5		Bremen	Holsteiner Straße	0	0	0	2	0							5	6		49		49			21	71	2021	06	18	he	tr	PKW	RF	LV		8,793992	53,099915
470	18.06.2021	23:13	Fr	5		Bremen	Schlachte	0	0	1	2	4			7				3	1		2	10				71	81	2021	06	18	du	tr	RF	FG	F		8,801558	53,076950
471	19.06.2021	10:50	Sa	5		Bremen	Stromer Landstraße	0	0	1	1	8			4				3	1		49					72		2021	06	19	he	tr	RF	-	F		8,698020	53,084402
